"lang"
{
"Language"	"polish"
"Tokens"
{
"SFUI_On"	"Wł."
"[english]SFUI_On"	"On"
"SFUI_Off"	"Wył."
"[english]SFUI_Off"	"Off"
"SFUI_FriendlyFireColon"	"Ogień przyjacielski:"
"[english]SFUI_FriendlyFireColon"	"Friendly Fire:"
"SFUI_ScenarioColon"	"Scenariusz:"
"[english]SFUI_ScenarioColon"	"Scenario:"
"SFUI_CashColon"	"Pieniądze:"
"[english]SFUI_CashColon"	"Starting Cash:"
"SFUI_GameTimeColon"	"Czas gry:"
"[english]SFUI_GameTimeColon"	"Game Time:"
"SFUI_TimePerRoundColon"	"Czas rundy:"
"[english]SFUI_TimePerRoundColon"	"Time Per Round:"
"SFUI_BuyTimeColon"	"Czas kupowania:"
"[english]SFUI_BuyTimeColon"	"Buy Time:"
"SFUI_WinMatchColon"	"Czas rozgrywki:"
"[english]SFUI_WinMatchColon"	"Match Length:"
"SFUI_SpectateColon"	"Oglądaj:"
"[english]SFUI_SpectateColon"	"Spectate:"
"SFUI_BotsColon"	"Boty:"
"[english]SFUI_BotsColon"	"Bots:"
"SFUI_AutoBuyColon"	"Autozakup podstawowego ekwipunku:"
"[english]SFUI_AutoBuyColon"	"Auto Buy Basic Equipment:"
"SFUI_Minutes"	"min."
"[english]SFUI_Minutes"	"minutes"
"SFUI_Seconds"	"sek."
"[english]SFUI_Seconds"	"seconds"
"SFUI_Rounds"	"rund(y)"
"[english]SFUI_Rounds"	"rounds"
"SFUI_Legend_Cancel"	"${cancel} Anuluj"
"[english]SFUI_Legend_Cancel"	"${cancel} Cancel"
"SFUI_Legend_Ok"	"${confirm} OK"
"[english]SFUI_Legend_Ok"	"${confirm} OK"
"SFUI_Legend_OkCancel"	"${confirm} OK ${cancel} Anuluj"
"[english]SFUI_Legend_OkCancel"	"${confirm} OK     ${cancel} Cancel"
"SFUI_Play"	"GRAJ"
"[english]SFUI_Play"	"PLAY"
"SFUI_Back"	"WSTECZ"
"[english]SFUI_Back"	"BACK"
"SFUI_GameTypeClassic"	"KLASYCZNY"
"[english]SFUI_GameTypeClassic"	"CLASSIC"
"SFUI_GameTypeGungame"	"ARSENAŁ"
"[english]SFUI_GameTypeGungame"	"ARSENAL"
"SFUI_GameTypeFreestyle"	"TRENING"
"[english]SFUI_GameTypeFreestyle"	"PRACTICE"
"SFUI_GameTypeTraining"	"KURS SZKOLENIOWY"
"[english]SFUI_GameTypeTraining"	"WEAPONS COURSE"
"SFUI_GameMode"	"TRYB"
"[english]SFUI_GameMode"	"MODE"
"SFUI_GameModeCasual"	"UPROSZCZONY"
"[english]SFUI_GameModeCasual"	"CASUAL"
"SFUI_GameModeCompetitive"	"TURNIEJOWY"
"[english]SFUI_GameModeCompetitive"	"COMPETITIVE"
"SFUI_GameModeGGProgressive"	"WYŚCIG ZBROJEŃ"
"[english]SFUI_GameModeGGProgressive"	"ARMS RACE"
"SFUI_GameModeGGBomb"	"DEMOLKA"
"[english]SFUI_GameModeGGBomb"	"DEMOLITION"
"SFUI_HalftimePrompt"	"POŁOWA"
"[english]SFUI_HalftimePrompt"	"HALFTIME"
"SFUI_GameModeCasualDesc"	"Kupuj nową broń co rundę zdobytymi pieniędzmi.\n\nWygraj rundę, eliminując drużynę przeciwną lub wykonując zadanie.\n\n· Ogień przyjacielski: WYŁ.\n· Przenikanie przez towarzyszy: WŁ.\n· 50% nagrody za zabójstwa\n· Mecz składa się z 10 rund"
"[english]SFUI_GameModeCasualDesc"	"Buy new weapons each round with money earned.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Friendly fire is off\n· Team collision is off\n· 50% kill reward amounts\n· Best out of 10 rounds"
"SFUI_GameModeCompetitiveDesc"	"Kupuj nową broń co rundę zdobytymi pieniędzmi.\n\nWygraj rundę, eliminując drużynę przeciwną lub wykonując zadanie.\n\n· Ogień przyjacielski: WŁ.\n· Przenikanie przez towarzyszy: WYŁ.\n· Pancerz i zestawy do rozbrajania można kupić\n· Mecz składa się z 30 rund"
"[english]SFUI_GameModeCompetitiveDesc"	"Buy new weapons each round with money earned.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Friendly fire is on\n· Team collision is on\n· Armor and defuse kits are purchasable\n· Best out of 30 rounds"
"SFUI_GameModeFreestyleDesc"	"· Klasyczne mapy w trybie dla jednego gracza\n· Regulowany poziom trudności botów"
"[english]SFUI_GameModeFreestyleDesc"	"· Single player classic maps\n· Customizable bot difficulty"
"SFUI_GameModeGGProgressiveDesc"	"Nowa broń jest zdobywana co zabójstwo.\n\nWygraj mecz, bedąc pierwszym graczem, który zabije przy użyciu każdej broni.\n\n· Broń jest przydzielana natychmiast\n· Natychmiastowe odrodzenie\n· Ogień przyjacielski: WŁ.\n· Przenikanie przez towarzyszy: WŁ."
"[english]SFUI_GameModeGGProgressiveDesc"	"New weapons are awarded by getting kills.\n\nWin the match by being the first player to get a kill with every weapon.\n\n· Weapons are awarded immediately\n· Instant Respawn\n· Friendly fire is on\n· Team collision is off"
"SFUI_GameModeGGBombDesc"	"Nowa broń jest zdobywana co zabójstwo.\n\nWygraj rundę, eliminując drużynę przeciwną lub wykonując zadanie.\n\n· Broń jest przydzielana na początku rundy\n· Ogień przyjacielski: WŁ.\n· Przenikanie przez towarzyszy: WŁ.\n· Mecz składa się z 20 rund"
"[english]SFUI_GameModeGGBombDesc"	"New weapons are awarded by getting kills.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Weapons awarded on round start\n· Friendly fire is on\n· Team collision is off\n· Best out of 20 rounds"
"SFUI_GameModeProgressDisclaimer"	"Bez naliczania statystyk."	[$WIN32||$X360]
"[english]SFUI_GameModeProgressDisclaimer"	"No stats tracking."
"SFUI_GameModeProgressDisclaimer"	"Bez naliczania statystyk."	[$PS3]
"[english]SFUI_GameModeProgressDisclaimer"	"No stats tracking."
"SFUI_TrialTimeRemaining"	"Wersja próbna (pozostało %s1:%s2)"
"[english]SFUI_TrialTimeRemaining"	"Trial mode (%s1:%s2 remaining)"
"SFUI_TrialTimeExpired"	"Wersja próbna zakończyła się"
"[english]SFUI_TrialTimeExpired"	"Trial mode expired"
"SFUI_TrialWelcomeTitle"	"Wersja próbna"
"[english]SFUI_TrialWelcomeTitle"	"Trial Mode"
"SFUI_TrialWelcomeMessage"	"Witaj w wersji próbnej gry Counter-Strike. Na czas jej trwania wszystkie funkcje gry będą odblokowane"
"[english]SFUI_TrialWelcomeMessage"	"Welcome to the Counter Strike game trial. All game features are unlocked for the duration of the trial period"
"SFUI_TrialWelcomeMessageExpired"	"Wersja próbna gry Counter-Strike zakończyła się"
"[english]SFUI_TrialWelcomeMessageExpired"	"The Counter Strike game trial period has expired"
"SFUI_TrialHudTextMinutes"	"Wersja próbna aktywna (pozostało %s1 min.)"
"[english]SFUI_TrialHudTextMinutes"	"Trial Active (%s1 minutes left)"
"SFUI_TrialHudTextMinute"	"Wersja próbna aktywna (pozostała 1 minuta)"
"[english]SFUI_TrialHudTextMinute"	"Trial Active (1 minute left)"
"SFUI_TrialSignOutTitle"	"Wersja próbna - zalogowany profil"
"[english]SFUI_TrialSignOutTitle"	"Trial Signed In Profile"
"SFUI_TrialSignOutMsg"	"Aby skorzystać z wersji próbnej, potrzebne jest zalogowane konto"
"[english]SFUI_TrialSignOutMsg"	"A signed in profile is required for trial mode"
"SFUI_TrialMUPullTitle"	"Wersja próbna - przechowywanie profilu"
"[english]SFUI_TrialMUPullTitle"	"Trial Profile Storage"
"SFUI_TrialMUPullMsg"	"Wersja próbna wymaga zalogowanego profilu z możliwością zapisu"
"[english]SFUI_TrialMUPullMsg"	"Trial mode requires a writable signed in profile"
"SFUI_BotDifficulty"	"Poziom trudności botów"
"[english]SFUI_BotDifficulty"	"Bot Difficulty"
"SFUI_BotDifficulty0"	"Bez botów"
"[english]SFUI_BotDifficulty0"	"No Bots"
"SFUI_BotDifficulty1"	"Nieszkodliwe boty"
"[english]SFUI_BotDifficulty1"	"Harmless Bots"
"SFUI_BotDifficulty2"	"Łatwe boty"
"[english]SFUI_BotDifficulty2"	"Easy Bots"
"SFUI_BotDifficulty3"	"Średnie boty"
"[english]SFUI_BotDifficulty3"	"Medium Bots"
"SFUI_BotDifficulty4"	"Trudne boty"
"[english]SFUI_BotDifficulty4"	"Hard Bots"
"SFUI_BotDifficulty5"	"Najtrudniejsze boty"
"[english]SFUI_BotDifficulty5"	"Expert Bots"
"SFUI_SpectateAnyone"	"Wszystkich"
"[english]SFUI_SpectateAnyone"	"Anyone"
"SFUI_SpectateTeamOnly"	"Tylko drużynę"
"[english]SFUI_SpectateTeamOnly"	"Team only"
"SFUI_HostageMap"	"Zakładnik"
"[english]SFUI_HostageMap"	"Hostage"
