"lang"
{
"Language"	"thai"
"Tokens"
{
"SFUI_On"	"เปิด"
"[english]SFUI_On"	"On"
"SFUI_Off"	"ปิด"
"[english]SFUI_Off"	"Off"
"SFUI_FriendlyFireColon"	"ยิงฝ่ายเดียวกัน:"
"[english]SFUI_FriendlyFireColon"	"Friendly Fire:"
"SFUI_ScenarioColon"	"ฉาก:"
"[english]SFUI_ScenarioColon"	"Scenario:"
"SFUI_CashColon"	"เงินเริ่มต้น:"
"[english]SFUI_CashColon"	"Starting Cash:"
"SFUI_GameTimeColon"	"ระยะเวลาของเกม:"
"[english]SFUI_GameTimeColon"	"Game Time:"
"SFUI_TimePerRoundColon"	"ระยะเวลาต่อรอบ:"
"[english]SFUI_TimePerRoundColon"	"Time Per Round:"
"SFUI_BuyTimeColon"	"ระยะเวลาซื้อของ:"
"[english]SFUI_BuyTimeColon"	"Buy Time:"
"SFUI_WinMatchColon"	"ระยะเวลาการแข่งขัน:"
"[english]SFUI_WinMatchColon"	"Match Length:"
"SFUI_SpectateColon"	"สังเกตการณ์:"
"[english]SFUI_SpectateColon"	"Spectate:"
"SFUI_BotsColon"	"บอท:"
"[english]SFUI_BotsColon"	"Bots:"
"SFUI_AutoBuyColon"	"ซื้ออุปกรณ์พื้นฐานอัตโนมัติ:"
"[english]SFUI_AutoBuyColon"	"Auto Buy Basic Equipment:"
"SFUI_Minutes"	"นาที"
"[english]SFUI_Minutes"	"minutes"
"SFUI_Seconds"	"วินาที"
"[english]SFUI_Seconds"	"seconds"
"SFUI_Rounds"	"รอบ"
"[english]SFUI_Rounds"	"rounds"
"SFUI_Legend_Cancel"	"${cancel} ยกเลิก"
"[english]SFUI_Legend_Cancel"	"${cancel} Cancel"
"SFUI_Legend_Ok"	"${confirm} ตกลง"
"[english]SFUI_Legend_Ok"	"${confirm} OK"
"SFUI_Legend_OkCancel"	"${confirm} ตกลง ${cancel} ยกเลิก"
"[english]SFUI_Legend_OkCancel"	"${confirm} OK     ${cancel} Cancel"
"SFUI_Play"	"เล่น"
"[english]SFUI_Play"	"PLAY"
"SFUI_Back"	"ย้อนกลับ"
"[english]SFUI_Back"	"BACK"
"SFUI_GameTypeClassic"	"คลาสสิก"
"[english]SFUI_GameTypeClassic"	"CLASSIC"
"SFUI_GameTypeGungame"	"ARSENAL"
"[english]SFUI_GameTypeGungame"	"ARSENAL"
"SFUI_GameTypeFreestyle"	"ฝึกซ้อม"
"[english]SFUI_GameTypeFreestyle"	"PRACTICE"
"SFUI_GameTypeTraining"	"หลักสูตรฝึกฝน"
"[english]SFUI_GameTypeTraining"	"WEAPONS COURSE"
"SFUI_GameMode"	"โหมด"
"[english]SFUI_GameMode"	"MODE"
"SFUI_GameModeCasual"	"แคชชวล"
"[english]SFUI_GameModeCasual"	"CASUAL"
"SFUI_GameModeCompetitive"	"แข่งขัน"
"[english]SFUI_GameModeCompetitive"	"COMPETITIVE"
"SFUI_GameModeGGProgressive"	"ARMS RACE"
"[english]SFUI_GameModeGGProgressive"	"ARMS RACE"
"SFUI_GameModeGGBomb"	"DEMOLITION"
"[english]SFUI_GameModeGGBomb"	"DEMOLITION"
"SFUI_HalftimePrompt"	"เวลาพักครึ่ง"
"[english]SFUI_HalftimePrompt"	"HALFTIME"
"SFUI_GameModeCasualDesc"	"เริ่มเกมด้วยเงินเยอะขึ้นและสู้กับบอทระดับง่าย ปิดระบบยิงพวกเดียวกัน"
"[english]SFUI_GameModeCasualDesc"	"Buy new weapons each round with money earned.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Friendly fire is off\n· Team collision is off\n· 50% kill reward amounts\n· Best out of 10 rounds"
"SFUI_GameModeCompetitiveDesc"	"∙ สามารถซื้อชุดเกราะได้\n∙ เปิดใช้งานการยิงฝ่ายเดียวกัน\n∙ เปิดใช้งานการชนกันของผู้เล่นในทีม"
"[english]SFUI_GameModeCompetitiveDesc"	"Buy new weapons each round with money earned.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Friendly fire is on\n· Team collision is on\n· Armor and defuse kits are purchasable\n· Best out of 30 rounds"
"SFUI_GameModeFreestyleDesc"	"∙ แผนที่เล่นคนเดียวแบบคลาสสิก\n∙ สามารถปรับระดับความยากของบอทได้"
"[english]SFUI_GameModeFreestyleDesc"	"· Single player classic maps\n· Customizable bot difficulty"
"SFUI_GameModeGGProgressiveDesc"	"∙ ได้รับอาวุธใหม่จากการฆ่าศัตรู\n∙ ชนะเกมด้วยการฆ่าศัตรูโดยใช้มีดเป็นคนแรก"
"[english]SFUI_GameModeGGProgressiveDesc"	"New weapons are awarded by getting kills.\n\nWin the match by being the first player to get a kill with every weapon.\n\n· Weapons are awarded immediately\n· Instant Respawn\n· Friendly fire is on\n· Team collision is off"
"SFUI_GameModeGGBombDesc"	"ทำภารกิจให้สำเร็จหรือฆ่าศัตรูเพื่อรับอาวุธสำหรับรอบต่อไป"
"[english]SFUI_GameModeGGBombDesc"	"New weapons are awarded by getting kills.\n\nWin the round by eliminating the other team or completing the objective.\n\n· Weapons awarded on round start\n· Friendly fire is on\n· Team collision is off\n· Best out of 20 rounds"
"SFUI_GameModeProgressDisclaimer"	"ไม่เก็บสถิติ"	[$WIN32||$X360]
"[english]SFUI_GameModeProgressDisclaimer"	"No stats tracking."
"SFUI_GameModeProgressDisclaimer"	"ไม่มีการเก็บสถิติ"	[$PS3]
"[english]SFUI_GameModeProgressDisclaimer"	"No stats tracking."
"SFUI_TrialTimeRemaining"	"โหมดทดลอง (เหลือเวลาอีก %s1:%s2)"
"[english]SFUI_TrialTimeRemaining"	"Trial mode (%s1:%s2 remaining)"
"SFUI_TrialTimeExpired"	"หมดเวลาในโหมดทดลองเล่นแล้ว"
"[english]SFUI_TrialTimeExpired"	"Trial mode expired"
"SFUI_TrialWelcomeTitle"	"โหมดทดลองเล่น"
"[english]SFUI_TrialWelcomeTitle"	"Trial Mode"
"SFUI_TrialWelcomeMessage"	"ยินดีต้อนรับสู่การทดลองเกม Counter Strike คุณสมบัติทุกอย่างในเกมจะถูกปลดล็อกตลอดระยะเวลาทดลองเกม"
"[english]SFUI_TrialWelcomeMessage"	"Welcome to the Counter Strike game trial. All game features are unlocked for the duration of the trial period"
"SFUI_TrialWelcomeMessageExpired"	"ระยะเวลาทดลองเล่นของเกม Counter Strike ได้หมดลงแล้ว"
"[english]SFUI_TrialWelcomeMessageExpired"	"The Counter Strike game trial period has expired"
"SFUI_TrialHudTextMinutes"	"ระยะเวลาทดลองเล่น (เหลืออีก %s1 นาที)"
"[english]SFUI_TrialHudTextMinutes"	"Trial Active (%s1 minutes left)"
"SFUI_TrialHudTextMinute"	"ระยะเวลาทดลองเล่น (เหลืออีก 1 นาที)"
"[english]SFUI_TrialHudTextMinute"	"Trial Active (1 minute left)"
"SFUI_TrialSignOutTitle"	"โปรไฟล์ที่ลงชื่อเข้าใช้แบบทดลอง"
"[english]SFUI_TrialSignOutTitle"	"Trial Signed In Profile"
"SFUI_TrialSignOutMsg"	"โปรไฟล์ที่ลงชื่อเข้าใช้จำเป็นสำหรับการทดลองเล่น"
"[english]SFUI_TrialSignOutMsg"	"A signed in profile is required for trial mode"
"SFUI_TrialMUPullTitle"	"พื้นที่เก็บโปรไฟล์ทดลองเล่น"
"[english]SFUI_TrialMUPullTitle"	"Trial Profile Storage"
"SFUI_TrialMUPullMsg"	"การทดลองเล่นต้องการโปรไฟล์ที่สามารถเขียนข้อมูลลงไปได้"
"[english]SFUI_TrialMUPullMsg"	"Trial mode requires a writable signed in profile"
"SFUI_BotDifficulty"	"ระดับของบอท"
"[english]SFUI_BotDifficulty"	"Bot Difficulty"
"SFUI_BotDifficulty0"	"ไม่มีบอท"
"[english]SFUI_BotDifficulty0"	"No Bots"
"SFUI_BotDifficulty1"	"บอทที่ไม่มีอันตราย"
"[english]SFUI_BotDifficulty1"	"Harmless Bots"
"SFUI_BotDifficulty2"	"บอทระดับง่าย"
"[english]SFUI_BotDifficulty2"	"Easy Bots"
"SFUI_BotDifficulty3"	"บอทระดับปานกลาง"
"[english]SFUI_BotDifficulty3"	"Medium Bots"
"SFUI_BotDifficulty4"	"บอทระดับยาก"
"[english]SFUI_BotDifficulty4"	"Hard Bots"
"SFUI_BotDifficulty5"	"บอทระดับเชี่ยวชาญ"
"[english]SFUI_BotDifficulty5"	"Expert Bots"
"SFUI_SpectateAnyone"	"ทุกคน"
"[english]SFUI_SpectateAnyone"	"Anyone"
"SFUI_SpectateTeamOnly"	"ทีมเท่านั้น"
"[english]SFUI_SpectateTeamOnly"	"Team only"
"SFUI_HostageMap"	"ตัวประกัน"
"[english]SFUI_HostageMap"	"Hostage"
"SFUI_BombMap"	"ระเบิด"
