"lang"
{
"Language" "swedish"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Huvudmenyns bakgrundsmiljö"
		"GameUI_MainMenuMovieScene_Vanity"	"Ändra bakgrundsmiljön"
		"GameUI_MainMenuMovieScene_Tooltip"	"Denna inställning låter dig anpassa huvudmenyns bakgrundsmiljö, som sätter stämningen för hela spelets visuella upplevelse."
		"GameUI_InspectBackgroundMap"	"Bakgrundsmiljö för föremålsinspektion"
		"GameUI_InspectBackgroundMap_Tooltip"	"Med den här inställningen kan du anpassa backgrundsmiljön som visas när man inspekterar förrådet."
		"GameUI_DisplayMode"		"Färgläge"
		"GameUI_DisplayMonitor"		"Datorskärm"
		"GameUI_DisplayTV"		"TV"
		"GameUI_Brightness"		"Ljusstyrka"
		"GameUI_CrosshairBehavior"		"Hårkorsets beteende"
		"GameUI_CrosshairBehaviorStatic"	"Statisk"
		"GameUI_CrosshairBehaviorDynamic"	"Dynamisk"

		"GameUI_FriendlyWarning"			"Varning i hårkorset om Friendly Fire"
		"GameUI_FriendlyWarning_Desc"		"Visa en varning i hårkorset när du siktar på en kamrat."

		"GameUI_CrosshairStyle"			"Hårkorsets stil"
		"GameUI_CrosshairStyleDefault"			"Standard"
		"GameUI_CrosshairStyleDefaultStatic"	"Standard statisk"
		"GameUI_CrosshairStyleClassic"			"Klassisk"
		"GameUI_CrosshairStyleClassicDyn"		"Klassisk dynamisk"
		"GameUI_CrosshairStyleClassicStatic"	"Klassisk statisk"
		"GameUI_CrosshairStyleLegacy"			"Originalet"

		"GameUI_CrosshairStyle_Friendly"		"Friendly Fire-varning"
		"GameUI_CrosshairFriendlyWarning_Off"	"Alltid av"
		"GameUI_CrosshairFriendlyWarning_Default" "Endast på standardhårkorset"
		"GameUI_CrosshairFriendlyWarning_On"	"Alltid på"



		"GameUI_CrosshairIFF"	"Hårkors-mål-ID"
		"GameUI_CrosshairIFFOn"	"På"
		"GameUI_CrosshairIFFOff"	"Av"

		"GameUI_CrosshairCode"		"Hårkorskod:"
		"GameUI_CrosshairLength"	"Längd"
		"GameUI_CrosshairDot"		"Prick i mitten"
		"GameUI_CrosshairRecoil"	"Följ rekyl"
		"GameUI_CrosshairRecoil_Desc"	"Korshåret lämnar mitten av skärmen för att följa vapenrekylmönstret."
		"GameUI_CrosshairThickness"	"Tjocklek"
		"GameUI_CrosshairGap"		"Mellanrum"
		"GameUI_CrosshairOutline"	"Kontur"
		"GameUI_CrosshairAlpha"		"Genomskinlighet"
		"GameUI_CrosshairSize"		"Hårkorsets storlek"
		"GameUI_CrosshairColor"		"Hårkorsets färg"
		"GameUI_ColorSliders"		"Färger"
		"GameUI_ColorQuality"		"Färgkvalitet"
		"GameUI_ColorGreen"			"Grön"
		"GameUI_ColorRed"			"Röd"
		"GameUI_ColorBlue"			"Blå"
		"GameUI_ColorYellow"		"Gul"
		"GameUI_ColorLtBlue"		"Ljusblå"
		"GameUI_SplitDist" 			"Delningsavstånd"
		"GameUI_SplitInnerAlpha" 	"Alfa på inre delen"
		"GameUI_SplitOuterAlpha" 	"Alfa på yttre delen"
		"GameUI_TStyle" 			"T-stil"
		"GameUI_ShowWeaponGap" 		"Vapenspecifikt avstånd"
		"GameUI_ShowWeaponGap_Tooltip" 	"Hårkorsets mellanrum uppdateras dynamiskt beroende på vilket vapen som används."
		"GameUI_ShowObserverCrosshair" 	"Visa spelarens hårkors"
		"GameUI_ShowObserverCrosshair_Tooltip" "Visa andra spelares hårkors när du åskådar."
		"GameUI_Everyone" 			"Alla"
		"GameUI_ShowObserverCrosshair_Friends" 			"Vänner och grupp"
		"GameUI_ObservedBotCrosshair_Tooltip" 			"Avgör vilket sikte du ser under tiden som du följer bottar."
		"GameUI_ObservedBotCrosshair" 	"Visa mitt sikte när jag följer bottar"
		"GameUI_Always" 	"Alltid"
		"GameUI_ObservedBotCrosshair_Takeover" 	"När jag kan ta över botten"
		"GameUI_ObservedBotCrosshair_Default" 	"Aldrig"
		"GameUI_KeepCrosshair"	"Behåll vanligt hårkors"
		"GameUI_KeepCrosshairInfo" "Låt det vanliga hårkorset vara synligt när hårkorset för granater visas"
		"GameUI_GrenadeCrosshairFlash"	"Chockgranater"
		"GameUI_GrenadeCrosshairHE"	"HE-granater"
		"GameUI_GrenadeCrosshairFire"	"Molotovcocktailrar/brandgranater"
		"GameUI_GrenadeCrosshairSmoke"	"Rökgranater"
		"GameUI_GrenadeCrosshairDecoy"	"Lockgranater"
		"GameUI_GrenadeCrosshairInfoTooltipFlash" "Ska vi visa hjälphårkorset för chockgranater? Om så är fallet, hur länge ska vi vänta efter att ha dragit ur sprinten innan det visas?"
		"GameUI_GrenadeCrosshairInfoTooltipHE" "Ska vi visa hjälphårkorset för HE-granater? Om så är fallet, hur länge ska vi vänta efter att ha dragit ur sprinten innan det visas?"
		"GameUI_GrenadeCrosshairInfoTooltipFire" "Ska vi visa hjälphårkorset för molotovcocktailrar och brandgranater? Om så är fallet, hur länge ska vi vänta efter att ha dragit ur sprinten innan det visas?"
		"GameUI_GrenadeCrosshairInfoTooltipSmoke" "Ska vi visa hjälphårkorset för rökgranater? Om så är fallet, hur länge ska vi vänta efter att ha dragit ur sprinten innan det visas?"
		"GameUI_GrenadeCrosshairInfoTooltipDecoy" "Ska vi visa hjälphårkorset för lockgranater? Om så är fallet, hur länge ska vi vänta efter att ha dragit ur sprinten innan det visas?"


		"GameUI_Xhair_Reset_Tooltip" 		"Återställ alla hårkorsvärden till standard."
		"GameUI_Xhair_Undo_Tooltip" 		"Ångra nyliga ändringar av hårkorset."
		"GameUI_Xhair_CopyCode_Tooltip"		"Dela eller importera en hårkorskod."
		"GameUI_Xhair_Code_Popup"			"Dela eller importera"
		"GameUI_Xhair_Code_Invalid"			"Ogiltig eller gammal hårkorskod"
		"GameUI_Xhair_Import_Code"			"Importera"
		"GameUI_Xhair_ImportCSGO"			"Importera från CS:GO"

		"tooltip_copycrosshair"				"Kopiera hårkors"
		"GameUI_Xhair_Copy_Code_Confirm"		"Ersätt nuvarande hårkors?"

		"GameUI_Language_English"				"Engelska"
		"GameUI_Language_German"				"Tyska"
		"GameUI_Language_French"				"Franska"
		"GameUI_Language_Italian"				"Italienska"
		"GameUI_Language_Korean"				"Koreanska"
		"GameUI_Language_Spanish"				"Spanska"
		"GameUI_Language_Simplified_Chinese"	"Förenklad_kinesiska"
		"GameUI_Language_Traditional_Chinese"	"Traditionell_kinesiska"
		"GameUI_Language_Russian"				"Ryska"
		"GameUI_Language_Thai"					"Thai"
		"GameUI_Language_Japanese"				"Japanska"
		"GameUI_Language_Portuguese"			"Portugisiska"
		"GameUI_Language_Polish"				"Polska"
		"GameUI_Language_Danish"				"Danska"
		"GameUI_Language_Dutch"					"Nederländska"
		"GameUI_Language_Finnish"				"Finska"
		"GameUI_Language_Norwegian"				"Norska"
		"GameUI_Language_Swedish"				"Svenska"

		"GameUI_Map"			"Bana"
		"GameUI_Close"			"Stäng"
		"GameUI_Load"			"Ladda"
		"GameUI_Save"			"Spara"
		"GameUI_SaveAs"			"Spara som..."
		"GameUI_Refresh"		"Uppdatera"
		"GameUI_OpenFile"		"Öppna fil"
		"GameUI_ClaimRewards"	"Hämta belöningar"


		"GameUI_Category_HudOptions"		"HUD-ALTERNATIV"
		"GameUI_Category_TeamOptions"		"LAGINSTÄLLNINGAR"
		"GameUI_Category_SpecAndScoreOptions"		"ALTERNATIV FÖR ÅSKÅDARE OCH POÄNGTAVLA"
		"GameUI_Category_ItemOptions"		"FÖREMÅLSALTERNATIV"
		"GameUI_Category_RadarOptions"		"RADARINSTÄLLNINGAR"
		"GameUI_Category_KeyBindings"		"BINDNINGAR"
		"GameUI_Category_ControllerBindings"		"BINDNINGAR"
		"GameUI_Category_AdvancedVideo"	"AVANCERADE BILDINSTÄLLNINGAR"
		"GameUI_Category_MyMusic"	"MUSIKALTERNATIV"

		"GameUI_Disconnect_DifferentClassTables"	"Servern använder annorlunda klass-tables."
		"GameUI_Disconnect_User"					"Frånkopplad av användare."
		"GameUI_Disconnect_Server"					"Frånkopplad från server."
		"GameUI_Disconnect_ConnectionLost"			"Förlorad anslutning."
		"GameUI_Disconnect_ConnectionOverflow"		"Overflow-fel."
		"GameUI_Disconnect_NoSpectators"			"Matchen tillåter ej åskådare."
		"GameUI_Disconnect_DisconnectByUser"		"Frånkopplad av användare"
		"GameUI_Disconnect_DisconnectByServer"		"Frånkopplad av servern"
		"GameUI_Disconnect_HLTVDirect"				"SourceTV kan ej ansluta till matchen direkt."
