"lang"
{
"Language" "schinese"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"主菜单背景风景"
		"GameUI_MainMenuMovieScene_Vanity"	"改变背景风景"
		"GameUI_MainMenuMovieScene_Tooltip"	"这项设置能够让你自定义主菜单背景的风景，使你在进入游戏时的视觉体验有所不同。"
		"GameUI_DisplayMode"		"显示模式"
		"GameUI_DisplayMonitor"		"电脑屏幕"
		"GameUI_DisplayTV"		"电视"
		"GameUI_Brightness"		"亮度"
		"GameUI_CrosshairBehavior"		"准星行为"
		"GameUI_CrosshairBehaviorStatic"	"静止"
		"GameUI_CrosshairBehaviorDynamic"	"动态"

		"GameUI_FriendlyWarning"			"准星友军伤害警告"
		"GameUI_FriendlyWarning_Desc"		"在瞄准友军时准星显示警告"

		"GameUI_CrosshairStyle"			"准星风格"
		"GameUI_CrosshairStyleDefault"			"默认"
		"GameUI_CrosshairStyleDefaultStatic"	"默认静态"
		"GameUI_CrosshairStyleClassic"			"经典"
		"GameUI_CrosshairStyleClassicDyn"		"经典动态"
		"GameUI_CrosshairStyleClassicStatic"	"经典静态"
		"GameUI_CrosshairStyleLegacy"			"原有设置"

		"GameUI_CrosshairStyle_Friendly"		"射击友军警告"
		"GameUI_CrosshairFriendlyWarning_Off"	"总是关闭"
		"GameUI_CrosshairFriendlyWarning_Default" "仅在默认准星启用"
		"GameUI_CrosshairFriendlyWarning_On"	"总是启用"



		"GameUI_CrosshairIFF"	"准星目标 ID"
		"GameUI_CrosshairIFFOn"	"开启"
		"GameUI_CrosshairIFFOff"	"关闭"

		"GameUI_CrosshairCode"		"准星代码："
		"GameUI_CrosshairLength"	"长度"
		"GameUI_CrosshairDot"		"中心点"
		"GameUI_CrosshairRecoil"	"跟随后坐力"
		"GameUI_CrosshairRecoil_Desc"	"准星将跟随武器后坐力模式离开屏幕中央。"
		"GameUI_CrosshairThickness"	"粗细"
		"GameUI_CrosshairGap"		"间隙"
		"GameUI_CrosshairOutline"	"轮廓"
		"GameUI_CrosshairAlpha"		"透明度"
		"GameUI_CrosshairSize"		"准星大小"
		"GameUI_CrosshairColor"		"准星颜色"
		"GameUI_ColorSliders"		"色彩"
		"GameUI_ColorQuality"		"色彩画质"
		"GameUI_ColorGreen"			"绿色"
		"GameUI_ColorRed"			"红色"
		"GameUI_ColorBlue"			"蓝色"
		"GameUI_ColorYellow"		"黄色"
		"GameUI_ColorLtBlue"		"浅蓝色"
		"GameUI_SplitDist" 			"扩散距离"
		"GameUI_SplitInnerAlpha" 	"内部扩散"
		"GameUI_SplitOuterAlpha" 	"外部扩散"
		"GameUI_SplitRatio" 		"扩散范围比例"
		"GameUI_TStyle" 			"T 形准星"
		"GameUI_ShowWeaponGap" 		"启用准星间距设置"
		"GameUI_ShowWeaponGap_Tooltip" 	"准星会根据当前装备的武器动态调整"
		"GameUI_ShowObserverCrosshair" 	"显示玩家所用准星"
		"GameUI_ShowObserverCrosshair_Tooltip" "显示你观战的玩家所使用的准星"
		"GameUI_Everyone" 			"所有人"
		"GameUI_ShowObserverCrosshair_Friends" 			"好友及队友"
		"GameUI_ObservedBotCrosshair_Tooltip" 			"观察电脑玩家时，控制你看见的准星。"
		"GameUI_ObservedBotCrosshair" 	"观察电脑玩家时，显示我的准星"
		"GameUI_Always" 	"总是"
		"GameUI_ObservedBotCrosshair_Takeover" 	"当我可以接管电脑玩家时"
		"GameUI_ObservedBotCrosshair_Default" 	"从不"



		"GameUI_Xhair_Reset_Tooltip" 		"重置所有准星参数至默认"
		"GameUI_Xhair_Undo_Tooltip" 		"撤销最新的准星更改"
		"GameUI_Xhair_CopyCode_Tooltip"		"分享或导入准星参数"
		"GameUI_Xhair_Code_Popup"			"分享或导入"
		"GameUI_Xhair_Code_Invalid"			"无效或过时准星参数"
		"GameUI_Xhair_Import_Code"			"导入"
		"GameUI_Xhair_ImportCSGO_Tooltip"	"导入你上次玩 CS: GO 时的准星。"
		"GameUI_Xhair_ImportCSGO"			"从 CS: GO 导入"

		"tooltip_copycrosshair"				"复制准星"
		"GameUI_Xhair_Copy_Code_Confirm"		"是否替换当前准星？"

		"GameUI_Language_English"				"英语"
		"GameUI_Language_German"				"德语"
		"GameUI_Language_French"				"法语"
		"GameUI_Language_Italian"				"意大利语"
		"GameUI_Language_Korean"				"韩语"
		"GameUI_Language_Spanish"				"西班牙语"
		"GameUI_Language_Simplified_Chinese"	"简体中文"
		"GameUI_Language_Traditional_Chinese"	"繁体中文"
		"GameUI_Language_Russian"				"俄语"
		"GameUI_Language_Thai"					"泰语"
		"GameUI_Language_Japanese"				"日语"
		"GameUI_Language_Portuguese"			"葡萄牙语"
		"GameUI_Language_Polish"				"波兰语"
		"GameUI_Language_Danish"				"丹麦语"
		"GameUI_Language_Dutch"					"荷兰语"
		"GameUI_Language_Finnish"				"芬兰语"
		"GameUI_Language_Norwegian"				"挪威语"
		"GameUI_Language_Swedish"				"瑞典语"

		"GameUI_Map"			"地图"
		"GameUI_Close"			"关闭"
		"GameUI_Load"			"载入"
		"GameUI_Save"			"保存"
		"GameUI_SaveAs"			"另存为..."
		"GameUI_Refresh"		"刷新"
		"GameUI_OpenFile"		"打开文件"
		"GameUI_ClaimRewards"	"领取奖励"


		"GameUI_Category_HudOptions"		"HUD 选项"
		"GameUI_Category_TeamOptions"		"团队选项"
		"GameUI_Category_SpecAndScoreOptions"		"观察者与计分板选项"
		"GameUI_Category_ItemOptions"		"物品选项"
		"GameUI_Category_RadarOptions"		"雷达选项"
		"GameUI_Category_KeyBindings"		"按键配置"
		"GameUI_Category_ControllerBindings"		"按键设置"
		"GameUI_Category_AdvancedVideo"	"高级视频选项"
		"GameUI_Category_MyMusic"	"音乐选项"

		"GameUI_Disconnect_DifferentClassTables"	"服务器端使用不同的类表。"
		"GameUI_Disconnect_User"					"用户断开连接。"
		"GameUI_Disconnect_Server"					"服务器断开连接。"
		"GameUI_Disconnect_ConnectionLost"			"连接丢失。"
		"GameUI_Disconnect_ConnectionOverflow"		"溢出错误。"
		"GameUI_Disconnect_NoSpectators"			"比赛不允许观战。"
		"GameUI_Disconnect_DisconnectByUser"		"用户断开连接"
		"GameUI_Disconnect_DisconnectByServer"		"服务器断开连接"
		"GameUI_Disconnect_HLTVDirect"				"SourceTV 无法直接连接至游戏。"
		"GameUI_Disconnect_PureServer_ClientExtra"	"纯服务器：客户端加载了额外文件。"
		"GameUI_Disconnect_PureServer_Mismatch"		"纯服务器：客户端文件与服务器不匹配。\n\nhttps://support.steampowered.com/kb_article.php?ref=8285-YOAZ-6049"
		"GameUI_Disconnect_UserCmd"					"解析用户指令错误。"
		"GameUI_Disconnect_RejectedByGame"			"连接被游戏拒绝。"
		"GameUI_Disconnect_MessageParseError"		"解析消息失败。"
		"GameUI_Disconnect_InvalidMessageError"		"消息无效。"
		"GameUI_Disconnect_Kicked"					"被服务器踢出。"
		"GameUI_Disconnect_DeltaEntMessage"			"服务器实体过多。"
		"GameUI_Disconnect_TempEntMessage"			"服务器临时实体过多。"
		"GameUI_Disconnect_TickMessage"				"服务器客户端tick计数信息写入失败。"

		"GameUI_Disconnect_ConnectionTimedout"		"无法与游戏服务器建立连接。"
		"GameUI_Disconnect_TimedOut"				"无法与游戏服务器建立连接。"

		"GameUI_Disconnect_LocalProblem_ManyRelays"	"连接断开，此前已尝试连接不同地区的多个中继服务器，您的网络连接很可能出现问题。"
		"GameUI_Disconnect_LocalProblem_HostedServerPrimaryRelay"	"游戏服务器与客户端使用的主中继服务器失去连接。"
		"GameUI_Disconnect_LocalProblem_NetworkConfig"	"请检查网络连接。无法从CDN下载网络配置文件。"
		"GameUI_Disconnect_LocalProblem_Other"	"已断开连接。可能是本地的网络连接出现问题。"

		"GameUI_Disconnect_RemoteProblem_Timeout"			"游戏已停止从远程主机接收通讯。"
		"GameUI_Disconnect_RemoteProblem_TimeoutConnecting"	"已数次尝试连接，但服务器没有响应。"
		"GameUI_Disconnect_RemoteProblem_Other"				"已数次尝试连接，但服务器没有响应。"
		"GameUI_Disconnect_RemoteProblem_BadCrypt"			"远程主机的证书不正确或配置错误。"
		"GameUI_Disconnect_RemoteProblem_BadCert"			"远程主机的证书不能用于验证。"
		"GameUI_Disconnect_Disconnected"					"远程主机关闭了连接。"
		"GameUI_Disconnect_Unusual"							"已断开连接。出现特殊情况。控制台可能会有更多详情。"
		"GameUI_Disconnect_InternalError"					"由于内部错误，已断开连接。控制台可能会有更多详情。"

		"GameUI_ServerRejectBadChallenge"					"服务器拒绝了错误的挑战数据包。"
