"lang"
{
"Language" "korean"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"메인 메뉴 배경 변경"
		"GameUI_MainMenuMovieScene_Vanity"	"배경 변경"
		"GameUI_MainMenuMovieScene_Tooltip"	"이 설정은 모든 게임에서의 시각적 경험을 위한 분위기를 설정하며 메인 메뉴 배경 화면을 사용자 지정할 수 있도록 합니다."
		"GameUI_DisplayMode"		"색상 모드"
		"GameUI_DisplayMonitor"		"모니터"
		"GameUI_DisplayTV"		"텔레비전"
		"GameUI_Brightness"		"밝기"
		"GameUI_CrosshairBehavior"		"조준선 움직임"
		"GameUI_CrosshairBehaviorStatic"	"고정"
		"GameUI_CrosshairBehaviorDynamic"	"동적"

		"GameUI_FriendlyWarning"			"팀원 공격 십자선 경고"
		"GameUI_FriendlyWarning_Desc"		"팀원을 조준할 시 십자선 형태의 경고 문양을 표시합니다."

		"GameUI_CrosshairStyle"			"조준선 유형"
		"GameUI_CrosshairStyleDefault"			"기본"
		"GameUI_CrosshairStyleDefaultStatic"	"기본 고정 조준선"
		"GameUI_CrosshairStyleClassic"			"클래식"
		"GameUI_CrosshairStyleClassicDyn"		"클래식 동적 조준선"
		"GameUI_CrosshairStyleClassicStatic"	"클래식 고정 조준선"
		"GameUI_CrosshairStyleLegacy"			"기존"

		"GameUI_CrosshairStyle_Friendly"		"팀원 공격 경고"
		"GameUI_CrosshairFriendlyWarning_Off"	"항상 미표시"
		"GameUI_CrosshairFriendlyWarning_Default" "기본 조준선에만 표시"
		"GameUI_CrosshairFriendlyWarning_On"	"항상 표시"



		"GameUI_CrosshairIFF"	"조준선 목표 이름"
		"GameUI_CrosshairIFFOn"	"켜기"
		"GameUI_CrosshairIFFOff"	"끄기"

		"GameUI_CrosshairCode"		"조준선 코드:"
		"GameUI_CrosshairLength"	"길이"
		"GameUI_CrosshairDot"		"중앙 조준선"
		"GameUI_CrosshairRecoil"	"반동 추적"
		"GameUI_CrosshairRecoil_Desc"	"조준선은 무기 반동 패턴을 따라 화면의 중앙에서 벗어납니다."
		"GameUI_CrosshairThickness"	"굵기"
		"GameUI_CrosshairGap"		"간격"
		"GameUI_CrosshairOutline"	"외곽선"
		"GameUI_CrosshairAlpha"		"투명도"
		"GameUI_CrosshairSize"		"조준선 크기"
		"GameUI_CrosshairColor"		"조준선 색상"
		"GameUI_ColorSliders"		"색상"
		"GameUI_ColorQuality"		"색상 품질"
		"GameUI_ColorGreen"			"초록색"
		"GameUI_ColorRed"			"빨간색"
		"GameUI_ColorBlue"			"파란색"
		"GameUI_ColorYellow"		"노란색"
		"GameUI_ColorLtBlue"		"하늘색"
		"GameUI_SplitDist" 			"분할 범위"
		"GameUI_SplitInnerAlpha" 	"내부 분할 투명도"
		"GameUI_SplitOuterAlpha" 	"외부 분할 투명도"
		"GameUI_SplitRatio" 		"분할 크기 비율"
		"GameUI_TStyle" 			"T자형"
		"GameUI_ShowWeaponGap" 		"무기 정확도 표시"
		"GameUI_ShowWeaponGap_Tooltip" 	"조준선 간격은 현재 들고 있는 무기에 따라 동적으로 반영됩니다."
		"GameUI_ShowObserverCrosshair" 	"플레이어 조준선 표시"
		"GameUI_ShowObserverCrosshair_Tooltip" "관전 시 다른 플레이어의 조준선을 표시합니다."
		"GameUI_Everyone" 			"모두"
		"GameUI_ShowObserverCrosshair_Friends" 			"친구 및 파티"
		"GameUI_ObservedBotCrosshair_Tooltip" 			"봇 관전 시 어떤 조준선을 표시할 것인지 제어합니다."
		"GameUI_ObservedBotCrosshair" 	"봇 관전 시 내 조준선 표시"
		"GameUI_Always" 	"항상"
		"GameUI_ObservedBotCrosshair_Takeover" 	"내가 봇을 조종할 때만"
		"GameUI_ObservedBotCrosshair_Default" 	"사용 안 함"



		"GameUI_Xhair_Reset_Tooltip" 		"모든 조준선 값을 초기화합니다."
		"GameUI_Xhair_Undo_Tooltip" 		"최근에 변경한 사항을 실행 취소합니다."
		"GameUI_Xhair_CopyCode_Tooltip"		"조준선 코드를 공유하거나 불러옵니다."
		"GameUI_Xhair_Code_Popup"			"공유 또는 불러오기"
		"GameUI_Xhair_Code_Invalid"			"유효하지 않거나 오래된 조준선 코드"
		"GameUI_Xhair_Import_Code"			"불러오기"
		"GameUI_Xhair_ImportCSGO_Tooltip"	"CS:GO에서 가장 최근 사용했던 조준선을 불러옵니다."
		"GameUI_Xhair_ImportCSGO"			"CS:GO에서 불러오기"

		"tooltip_copycrosshair"				"조준선 복사"
		"GameUI_Xhair_Copy_Code_Confirm"		"현재 사용 중인 조준선을 덮어쓸까요?"

		"GameUI_Language_English"				"영어"
		"GameUI_Language_German"				"독일어"
		"GameUI_Language_French"				"프랑스어"
		"GameUI_Language_Italian"				"이탈리아어"
		"GameUI_Language_Korean"				"한국어"
		"GameUI_Language_Spanish"				"스페인어"
		"GameUI_Language_Simplified_Chinese"	"중국어 간체"
		"GameUI_Language_Traditional_Chinese"	"중국어 번체"
		"GameUI_Language_Russian"				"러시아어"
		"GameUI_Language_Thai"					"태국어"
		"GameUI_Language_Japanese"				"일본어"
		"GameUI_Language_Portuguese"			"포르투갈어"
		"GameUI_Language_Polish"				"폴란드어"
		"GameUI_Language_Danish"				"덴마크어"
		"GameUI_Language_Dutch"					"네덜란드어"
		"GameUI_Language_Finnish"				"핀란드어"
		"GameUI_Language_Norwegian"				"노르웨이어"
		"GameUI_Language_Swedish"				"스웨덴어"

		"GameUI_Map"			"맵"
		"GameUI_Close"			"닫기"
		"GameUI_Load"			"불러오기"
		"GameUI_Save"			"저장"
		"GameUI_SaveAs"			"다른 이름으로 저장..."
		"GameUI_Refresh"		"새로 고침"
		"GameUI_OpenFile"		"파일 열기"
		"GameUI_ClaimRewards"	"보상 획득"


		"GameUI_Category_HudOptions"		"HUD 설정"
		"GameUI_Category_TeamOptions"		"팀 기능 설정"
		"GameUI_Category_SpecAndScoreOptions"		"관전 및 점수판 설정"
		"GameUI_Category_ItemOptions"		"아이템 옵션"
		"GameUI_Category_RadarOptions"		"레이더 설정"
		"GameUI_Category_KeyBindings"		"바인딩"
		"GameUI_Category_ControllerBindings"		"버튼 설정"
		"GameUI_Category_AdvancedVideo"	"고급 그래픽 기능 옵션"
		"GameUI_Category_MyMusic"	"배경음 설정"

		"GameUI_Disconnect_DifferentClassTables"	"서버에서 사용하는 클래스 테이블과 일치하지 않습니다."
		"GameUI_Disconnect_User"					"사용자에 의해 연결이 해제되었습니다."
		"GameUI_Disconnect_Server"					"서버 연결이 해제되었습니다."
		"GameUI_Disconnect_ConnectionLost"			"연결이 끊겼습니다."
		"GameUI_Disconnect_ConnectionOverflow"		"처리 초과 오류입니다."
		"GameUI_Disconnect_NoSpectators"			"매치에서 관전자를 허용하지 않습니다."
		"GameUI_Disconnect_DisconnectByUser"		"사용자에 의해 연결이 해제되었습니다."
		"GameUI_Disconnect_DisconnectByServer"		"서버 연결이 해제되었습니다."
		"GameUI_Disconnect_HLTVDirect"				"SourceTV를 게임에 직접 연결할 수 없습니다."
		"GameUI_Disconnect_PureServer_ClientExtra"	"정상 서버: 클라이언트에서 추가 파일을 로딩했습니다."
		"GameUI_Disconnect_PureServer_Mismatch"		"정상 서버: 클라이언트 파일이 서버와 일치하지 않습니다.\n\nhttps://support.steampowered.com/kb_article.php?ref=8285-YOAZ-6049"
		"GameUI_Disconnect_UserCmd"					"사용자 명령을 처리하는 도중 오류가 발생했습니다."
		"GameUI_Disconnect_RejectedByGame"			"게임 연결이 거부되었습니다."
		"GameUI_Disconnect_MessageParseError"		"메시지를 처리하지 못했습니다."
		"GameUI_Disconnect_InvalidMessageError"		"메시지가 유효하지 않습니다."
		"GameUI_Disconnect_Kicked"					"서버에 의해 추방되었습니다."
		"GameUI_Disconnect_DeltaEntMessage"			"서버에 개체가 너무 많습니다."
		"GameUI_Disconnect_TempEntMessage"			"서버에 임시 개체가 너무 많습니다."
		"GameUI_Disconnect_TickMessage"				"서버에서 클라이언트 틱 메시지를 표시하지 못했습니다."

		"GameUI_Disconnect_ConnectionTimedout"		"게임 서버와 연결할 수 없습니다."
		"GameUI_Disconnect_TimedOut"				"게임 서버와 연결할 수 없습니다."

		"GameUI_Disconnect_LocalProblem_ManyRelays"	"지리적으로 서로 다른 위치에서 여러 번 전송을 시도한 결과, 연결 끊김 현상이 지속되었습니다. 따라서 사용하시는 인터넷의 연결에 문제가 있기 때문일 가능성이 높습니다."
		"GameUI_Disconnect_LocalProblem_HostedServerPrimaryRelay"	"게임 서버와 클라이언트가 사용하는 주 중계와의 연결이 끊어졌습니다."
